"","...1","freq","neg","global_id","model","prompt_method","A_clean","Q","R"
"1283",270,"always",NA,270,"gpt-3.5-turbo","placeholder",100,"1","Brian's stop is where he would need to exit to reach his destination, so it can be assumed that he always gets off at his stop when taking the train."
"1284",271,"usually",NA,271,"gpt-3.5-turbo","placeholder",100,"1","It is safe to assume that Brian usually gets off at his stop when taking the train, as that is the purpose of taking public transportation - to reach a specific destination. Rachel mentioning that Brian was running late does not imply that he doesn't usually get off at his stop."
"1285",271,"usually","yes",271,"gpt-3.5-turbo","placeholder",100,"1","It is safe to assume that Brian usually gets off at his stop when taking the train, as that is the purpose of taking public transportation - to reach a specific destination. Rachel mentioning that Brian was running late does not imply that he doesn't usually get off at his stop."
"1286",272,"every time",NA,272,"gpt-3.5-turbo","placeholder",100,"1","It is a common practice for people to bring their house keys when leaving for work, as they need them to lock their doors. Laura likely grabs her house keys every time she gets ready for work in the morning."
"1287",273,"always",NA,273,"gpt-3.5-turbo","placeholder",100,"1","Grabbing house keys is crucial for leaving the house, especially if Laura relies on them to lock the door behind her when she's leaving for work. It's a common practice for individuals to always grab their keys when heading out."
"1288",274,"always","yes",274,"gpt-3.5-turbo","placeholder",50,"1","It is common for people to get examined by a doctor when they visit a medical practice. However, since the frequency was not specified in the context and Sarah mentioned it to Drake, it is possible that Bruce does not always get examined during his visits, leading to a frequency of around 50%."
"1289",275,"usually",NA,275,"gpt-3.5-turbo","placeholder",100,"1","Bruce was seen wearing a heart rate monitor after leaving the medical practice, indicating that he usually undergoes examinations when he goes. This suggests that he always gets examined during his visits to the medical practice."
"1290",275,"always",NA,275,"gpt-3.5-turbo","placeholder",100,"1","Bruce was seen wearing a heart rate monitor after leaving the medical practice, indicating that he usually undergoes examinations when he goes. This suggests that he always gets examined during his visits to the medical practice."
"1291",278,"typically",NA,278,"gpt-3.5-turbo","placeholder",100,"1","John would typically pay the cashier 100% of the time when going shopping, as it is a common practice to pay for groceries at the store before taking them home."
"1292",280,"every time",NA,280,"gpt-3.5-turbo","placeholder",100,"1","Olivia most likely uses shampoo every time she washes her hair, based on the common practice of using shampoo to cleanse the hair and scalp during the washing process."
"1293",281,"every time",NA,281,"gpt-3.5-turbo","placeholder",100,"1","Given Olivia's attention to her hair and the mention of split ends, it is highly likely she uses shampoo every time she washes her hair to maintain its health and cleanliness."
"1294",283,"usually",NA,283,"gpt-3.5-turbo","placeholder",100,"1","Jared usually jumps out of a plane every time he goes skydiving because that is a fundamental part of the activity."
"1295",283,"every time",NA,283,"gpt-3.5-turbo","placeholder",100,"1","Jared usually jumps out of a plane every time he goes skydiving because that is a fundamental part of the activity."
"1296",287,"usually",NA,287,"gpt-3.5-turbo","placeholder",70,"1","Given that Amy enjoys writing letters, it is likely that she would follow through and mail them, especially to someone close like her cousin Michelle. Additionally, the mention of expensive stationery by Steve indicates a level of care and investment in the act of sending letters, making it probable that Amy would usually mail them after writing."
"1297",290,"sometimes","yes",290,"gpt-3.5-turbo","placeholder",50,"1","Adam seems to be accustomed to walking to the bus stop, given that it's just a few blocks from his house. However, his statement about not having room to stand on the bus implies that he may sometimes take the bus during peak hours when it's more crowded."
"1298",293,"every time",NA,293,"gpt-3.5-turbo","placeholder",100,"1","Trying on clothes is a common practice when clothes shopping to ensure the items fit well and look good, so it is highly likely that Esther tries on clothes every time she goes shopping."
"1299",296,"always",NA,296,"gpt-3.5-turbo","placeholder",100,"1","Boiling pasta in water is a fundamental step in cooking pasta dishes, so it is highly likely that Nick always boils pasta in water when making it."
"1300",298,"every time",NA,298,"gpt-3.5-turbo","placeholder",100,"1","It is common practice to preheat the oven when baking a cake to ensure even baking and proper rising, so Grace most likely preheats the oven every time she bakes a cake."
"1301",299,"every time",NA,299,"gpt-3.5-turbo","placeholder",100,"1","Preheating the oven is a standard step in baking a cake as it ensures even cooking and proper rising of the batter, so assuming Grace is following a typical baking process, she would pre-heat the oven every time."
"1302",304,"every time",NA,304,"gpt-3.5-turbo","placeholder",100,"1","Given that Sandy has no training, it is highly probable she uses scissors every time she cuts her hair, as it is a common tool for cutting hair."
"1303",305,"typically",NA,305,"gpt-3.5-turbo","placeholder",100,"1","Cutting hair typically involves the use of scissors to trim hair to the desired length, so it is highly likely that Sandy uses scissors every time she cuts her own hair."
"1304",305,"every time",NA,305,"gpt-3.5-turbo","placeholder",100,"1","Cutting hair typically involves the use of scissors to trim hair to the desired length, so it is highly likely that Sandy uses scissors every time she cuts her own hair."
"1305",307,"usually",NA,307,"gpt-3.5-turbo","placeholder",100,"1","Henry specifically mentioned to Max that he looked at the photographs at the exhibition, indicating that he usually spends time looking at the artworks on display when he attends photo exhibits."
"1306",310,"typically",NA,310,"gpt-3.5-turbo","placeholder",100,"1","Given the context where Mary goes to restaurants after her interviews and the assumption that dining typically includes eating, it is highly likely that Mary eats when she goes to a restaurant."
"1307",314,"every time",NA,314,"gpt-3.5-turbo","placeholder",100,"1","Helen's statement about her car issue shows she is attentive to detail, indicating she likely follows a routine of locking her car after parking it every time."
"1308",323,"always","yes",323,"gpt-3.5-turbo","placeholder",50,"1","Emma mentioning the library's exhibit suggests she may not always borrow books when visiting the library, possibly indicating a 50% chance that she usually checks out books when visiting."
"1309",323,"usually","yes",323,"gpt-3.5-turbo","placeholder",50,"1","Emma mentioning the library's exhibit suggests she may not always borrow books when visiting the library, possibly indicating a 50% chance that she usually checks out books when visiting."
"1310",325,"every time",NA,325,"gpt-3.5-turbo","placeholder",100,"1","Using detergent is a fundamental step in doing the laundry, and given that he mentioned using it to his roommate, it is likely that Logan uses detergent every time he does his laundry."
"1311",326,"often",NA,326,"gpt-3.5-turbo","placeholder",100,"1","It is very common for individuals doing laundry to use detergent, as it is essential for effectively cleaning the clothes. Logan's mention of using softener may have been a slip of the tongue or miscommunication."
"1312",332,"every time",NA,332,"gpt-3.5-turbo","placeholder",100,"1","It is a legal requirement to purchase a ticket or load a travel card before entering the subway system, so it is safe to assume Jane buys a ticket every time she uses the subway."
"1313",334,"every time",NA,334,"gpt-3.5-turbo","placeholder",100,"1","Closing the fuel cap after fueling up is a common and necessary step in the process, so it is highly likely that Rick closes the fuel cap every time."
"1314",335,"every time",NA,335,"gpt-3.5-turbo","placeholder",100,"1","Closing the fuel cap is a standard step in the fueling up process to prevent fuel leaks and contamination, so it is highly likely that Rick closes the fuel cap every time he fuels up."
"1315",338,"every time",NA,338,"gpt-3.5-turbo","placeholder",100,"1","Since Lisa is a regular swimmer at the pool and even goes there after work, it is highly likely that she brings her swimsuit every time she goes swimming."
"1316",340,"every time",NA,340,"gpt-3.5-turbo","placeholder",100,"1","Based on the context provided, Brian most likely gets off at his stop every time he takes the train, as getting off at the right stop is a routine part of commuting."
"1317",346,"every time","yes",346,"gpt-3.5-turbo","placeholder",25,"1","Given that Bruce goes to the doctor every few years and Sarah mentioned he got examined, it suggests that Bruce may indeed get examined during his visits, albeit not every time."
"1318",347,"frequently","yes",347,"gpt-3.5-turbo","placeholder",25,"1","Bruce going to the medical practice every few years suggests he doesn't undergo examinations frequently. Additionally, the mention of a heart rate monitor might indicate a specific visit requiring monitoring, rather than a routine examination."
"1319",350,"every time",NA,350,"gpt-3.5-turbo","placeholder",100,"1","Given the common practice of using shampoo to wash hair in modern society, combined with the specific mention of Olivia using shampoo to wash her hair in the story, it can be assumed that Olivia uses shampoo every time she washes her hair."
"1320",352,"typically",NA,352,"gpt-3.5-turbo","placeholder",100,"1","Given the context that Jared is enrolled in skydiving courses and that skydiving typically involves jumping out of a plane to experience freefall, it can be assumed that Jared jumps out of a plane every time he goes skydiving."
"1321",352,"every time",NA,352,"gpt-3.5-turbo","placeholder",100,"1","Given the context that Jared is enrolled in skydiving courses and that skydiving typically involves jumping out of a plane to experience freefall, it can be assumed that Jared jumps out of a plane every time he goes skydiving."
"1322",353,"every time",NA,353,"gpt-3.5-turbo","placeholder",100,"1","Given that Jared is described as taking skydiving courses and being the first to jump in a recent session, it is highly likely that Jared jumps out of a plane every time he goes skydiving as it is a fundamental part of the activity."
"1323",355,"typically",NA,355,"gpt-3.5-turbo","placeholder",100,"1","Based on the context that Amy enjoys writing letters, especially around holidays, and the fact that she discussed writing a letter to her cousin Michelle with her brother, it can be assumed that Amy typically follows through and mails the letters she writes, as evidenced by her brother Steve informing Michelle about the letter."
"1324",356,"occasionally",NA,356,"gpt-3.5-turbo","placeholder",20,"1","Adam walking to the bus stop occasionally could imply he values exercise or prefers a certain stop; while it happened last week, it may not be a regular occurrence."
"1325",357,"usually",NA,357,"gpt-3.5-turbo","placeholder",100,"1","Adam usually walks to the bus stop every morning since the text states that it is a few blocks away from his house, implying that walking is part of his routine before taking the bus."
"1326",358,"frequently",NA,358,"gpt-3.5-turbo","placeholder",80,"1","Based on the direct speech provided in the context where Esther mentions trying something on, it suggests that trying on clothes is a common part of Esther's shopping routine, indicating that she frequently engages in this activity when clothes shopping."
"1327",360,"often",NA,360,"gpt-3.5-turbo","placeholder",100,"1","Boiling is the most common method for cooking pasta, especially in household settings where convenience and simplicity are often prioritized."
"1328",364,"always",NA,364,"gpt-3.5-turbo","placeholder",100,"1","Greg's statement ""I took my cell phone on board with me"" implies that he always carries his cell phone with him when flying, indicating a consistent behavior rather than a one-time occurrence."
"1329",365,"typically",NA,365,"gpt-3.5-turbo","placeholder",100,"1","In today's digital age, it is almost certain that individuals, including Greg, typically carry their cell phones with them at all times, especially during air travel for communication, entertainment, or emergencies."
"1330",367,"every time",NA,367,"gpt-3.5-turbo","placeholder",100,"1","Based on the context that Sandy cuts her own hair and specifically mentioned cutting her hair to Patrick, it is highly likely that she uses scissors every time she cuts her hair."
"1331",368,"usually",NA,368,"gpt-3.5-turbo","placeholder",100,"1","Given that Henry specifically mentioned looking at the photographs to Max after the photo exhibit visit, it is highly likely that he usually spends time viewing and engaging with the photographs when he goes to such exhibits."
"1332",369,"usually",NA,369,"gpt-3.5-turbo","placeholder",100,"1","Given that Henry decided to buy a photograph from the exhibit, it is highly likely that he usually spends time looking at the photographs on display during his visits to photo exhibitions."
"1333",370,"often",NA,370,"gpt-3.5-turbo","placeholder",100,"1","Given that Mary is a journalist who often goes to restaurants after her interviews, it is very likely that she usually eats when going to a restaurant, as dining is a common activity associated with restaurant visits."
"1334",370,"usually",NA,370,"gpt-3.5-turbo","placeholder",100,"1","Given that Mary is a journalist who often goes to restaurants after her interviews, it is very likely that she usually eats when going to a restaurant, as dining is a common activity associated with restaurant visits."
"1335",371,"never",NA,371,"gpt-3.5-turbo","placeholder",100,"1","Given Mary's profession as a journalist and her habit of going to restaurants after interviews, it is highly likely that she eats whenever she goes to a restaurant, as dining out is a common social activity associated with visiting restaurants."
"1336",372,"every time",NA,372,"gpt-3.5-turbo","placeholder",100,"1","Given Helen's conscientious behavior demonstrated by mentioning that she locked her car in the provided utterance, it can be inferred that she consistently locks her car every time she parks it as a routine safety measure."
"1337",374,"usually",NA,374,"gpt-3.5-turbo","placeholder",100,"1","Given that Gary specifically mentioned ""I picked the toppings!"" in this scenario, it is reasonable to assume that Gary usually always picks the toppings when he orders pizza, as he appears to take an active role in customizing his pizza orders."
"1338",374,"always",NA,374,"gpt-3.5-turbo","placeholder",100,"1","Given that Gary specifically mentioned ""I picked the toppings!"" in this scenario, it is reasonable to assume that Gary usually always picks the toppings when he orders pizza, as he appears to take an active role in customizing his pizza orders."
"1339",375,"sometimes",NA,375,"gpt-3.5-turbo","placeholder",75,"1","In the context provided, Gary's enthusiasm about using a gift certificate suggests that he might be more inclined to save money rather than customize his pizza with additional toppings regularly. However, the act of ordering pizza frequently indicates that he likely has some preferences and may choose toppings sometimes."
"1340",375,"frequently",NA,375,"gpt-3.5-turbo","placeholder",75,"1","In the context provided, Gary's enthusiasm about using a gift certificate suggests that he might be more inclined to save money rather than customize his pizza with additional toppings regularly. However, the act of ordering pizza frequently indicates that he likely has some preferences and may choose toppings sometimes."
"1341",376,"always",NA,376,"gpt-3.5-turbo","placeholder",100,"1","Julia's statement ""I just did the dishes. I rinsed them!"" suggests that she always rinses the dishes after washing them, as it is a specific detail she chose to mention to her roommate. Additionally, rinsing dishes is a common practice after washing them to ensure they are properly cleaned and free of detergent residue."
"1342",378,"never",NA,378,"gpt-3.5-turbo","placeholder",100,"1","Emma mentions specifically that she ""checked them out"" when talking to Tim, which implies that whenever she gets books from the library, she goes through the standard process of borrowing them formally."
"1343",379,"often",NA,379,"gpt-3.5-turbo","placeholder",100,"1","Emma often borrows books from the library, which implies that whenever she goes to the library, she is likely to check out books as part of her routine visit."
"1344",379,"never",NA,379,"gpt-3.5-turbo","placeholder",100,"1","Emma often borrows books from the library, which implies that whenever she goes to the library, she is likely to check out books as part of her routine visit."
"1345",380,"always",NA,380,"gpt-3.5-turbo","placeholder",100,"1","Using detergent is a standard and necessary step in laundry practice. Therefore, it can be assumed that Logan always uses detergent when doing his laundry to ensure cleanliness and freshness of his clothes."
"1346",381,"often",NA,381,"gpt-3.5-turbo","placeholder",100,"1","Using detergent is a fundamental and necessary step in doing laundry to effectively clean clothes, and since Logan mentioned adding softener, it can be assumed that he also regularly uses detergent."
"1347",382,"usually",NA,382,"gpt-3.5-turbo","placeholder",100,"1","Based on the story provided, it is likely that Jim usually throws the empty can away after feeding the dog, as Lucy mentioned his action of throwing the can away as a normal part of the feeding routine."
"1348",383,"every time",NA,383,"gpt-3.5-turbo","placeholder",100,"1","It is highly likely that Jim throws away the empty food can every time he feeds the dog, as it is a common practice to dispose of empty cans after preparing pet food."
"1349",384,"typically","yes",384,"gpt-3.5-turbo","placeholder",100,"1","Based on the story provided and the fact that Don highlighted the event of Jane purchasing a ticket as notable enough to mention to Beth, it can be reasonably assumed that Jane typically does not buy a subway ticket, making it a noteworthy occurrence when she does."
"1350",388,"every time",NA,388,"gpt-3.5-turbo","placeholder",100,"1","As Lisa is described as someone who likes to go swimming at the pool regularly after work, it is highly probable that she would bring her swimsuit every time she goes swimming to be prepared for the activity."
"1351",391,"usually",NA,391,"gpt-3.5-turbo","placeholder",100,"1","Considering that Brian was mentioned to have gotten off the train during the encounter with Rachel, it can be inferred that Brian usually gets off at his stop when taking the train."
"1352",392,"typically",NA,392,"gpt-3.5-turbo","placeholder",90,"1","Given that people commonly use their house keys to lock up before leaving the house, it is likely that Laura typically grabs her house keys almost every morning to ensure the house is secure while she is away."
"1353",393,"always",NA,393,"gpt-3.5-turbo","placeholder",100,"1","Considering Laura's routine of getting ready for work and leaving the house with her husband, it is highly likely that she always grabs her house keys before leaving in the morning to ensure she can enter her house when she returns."
"1354",394,"usually",NA,394,"gpt-3.5-turbo","placeholder",100,"1","Given the information provided in the context, where Sarah specifically mentions that Bruce got examined by the doctor, it can be inferred that Bruce usually undergoes a medical examination every time he goes to the medical practice."
"1355",394,"every time",NA,394,"gpt-3.5-turbo","placeholder",100,"1","Given the information provided in the context, where Sarah specifically mentions that Bruce got examined by the doctor, it can be inferred that Bruce usually undergoes a medical examination every time he goes to the medical practice."
"1356",396,"always",NA,396,"gpt-3.5-turbo","placeholder",100,"1","Given the standard practice in grocery stores, it is reasonable to assume that John always pays the cashier when he goes shopping."
"1357",397,"generally",NA,397,"gpt-3.5-turbo","placeholder",100,"1","It is common human behavior to pay for groceries at the cashier when shopping. Unless there are specific circumstances like using self-checkout or prepayment options, individuals generally pay at the cashier."
"1358",399,"every time",NA,399,"gpt-3.5-turbo","placeholder",100,"1","Based on the context provided and the common practice of individuals washing their hair, it can be assumed that Olivia uses shampoo every time she washes her hair to maintain its cleanliness and health."
"1359",400,"typically",NA,400,"gpt-3.5-turbo","placeholder",100,"1","Skydiving typically involves jumping out of a plane as the main activity, so it is safe to assume that Jared jumps out of a plane every time he goes skydiving."
"1360",400,"every time",NA,400,"gpt-3.5-turbo","placeholder",100,"1","Skydiving typically involves jumping out of a plane as the main activity, so it is safe to assume that Jared jumps out of a plane every time he goes skydiving."
"1361",401,"every time",NA,401,"gpt-3.5-turbo","placeholder",100,"1","Given Jared's participation in skydiving courses and being described as the first to jump on that particular day, it's reasonable to assume that he jumps out of a plane every time he goes skydiving, indicating a consistent and enthusiastic approach to the activity."
"1362",404,"usually",NA,404,"gpt-3.5-turbo","placeholder",0,"1","Since Adam usually takes the bus to work and the bus stop is a few blocks from his house, it is unlikely that he walks to the bus stop when taking the bus in the morning."
"1363",405,"every time",NA,405,"gpt-3.5-turbo","placeholder",100,"1","Given the context that the bus stop is only a few blocks away from Adam's house, it is highly likely that Adam walks to the bus stop every time he takes the bus in the morning."
"1364",407,"often",NA,407,"gpt-3.5-turbo","placeholder",80,"1","It is common for individuals, like Esther, who enjoy clothes shopping to try on items to assess their fit and style before making a purchase. This behavior is often seen in regular shoppers looking for clothing items that suit their preferences and needs."
"1365",411,"every time",NA,411,"gpt-3.5-turbo","placeholder",100,"1","Pre-heating the oven is a common practice in baking to ensure that the cake cooks evenly and properly, so it can be assumed that Grace pre-heats the oven every time she bakes a cake."
"1366",414,"always",NA,414,"gpt-3.5-turbo","placeholder",100,"1","Given that Sandy mentioned using scissors in the direct speech and that scissors are the traditional tool for cutting hair, it can be assumed that Sandy always uses scissors when cutting her hair."
"1367",418,"often",NA,418,"gpt-3.5-turbo","placeholder",100,"1","Given the context that Mary often goes to restaurants after her interviews, it is highly likely that she usually eats when going to a restaurant."
"1368",418,"usually",NA,418,"gpt-3.5-turbo","placeholder",100,"1","Given the context that Mary often goes to restaurants after her interviews, it is highly likely that she usually eats when going to a restaurant."
"1369",419,"usually",NA,419,"gpt-3.5-turbo","placeholder",100,"1","Since the context specifies that Mary goes to restaurants after her interviews, it is highly likely that she usually eats when she goes to a restaurant. Thus, it can be assumed that she eats every time she goes to a restaurant after her interviews."
"1370",419,"every time",NA,419,"gpt-3.5-turbo","placeholder",100,"1","Since the context specifies that Mary goes to restaurants after her interviews, it is highly likely that she usually eats when she goes to a restaurant. Thus, it can be assumed that she eats every time she goes to a restaurant after her interviews."
"1371",422,"almost always",NA,422,"gpt-3.5-turbo","placeholder",100,"1","It is common for individuals to select their desired pizza toppings when placing an order, so it is highly likely that Gary almost always picks the toppings when ordering pizza."
"1372",422,"always",NA,422,"gpt-3.5-turbo","placeholder",100,"1","It is common for individuals to select their desired pizza toppings when placing an order, so it is highly likely that Gary almost always picks the toppings when ordering pizza."
"1373",423,"often","yes",423,"gpt-3.5-turbo","placeholder",75,"1","In most cases, individuals enjoy customizing their pizza orders with preferred toppings for a personalized dining experience. Gary's frequent pizza orders suggest a notable likelihood that he often selects toppings to suit his preferences."
"1374",424,"every time",NA,424,"gpt-3.5-turbo","placeholder",100,"1","Julia likely rinses the dishes every time she washes them, as it is a common practice in dishwashing routines to ensure cleanliness and remove soap residue."
"1375",425,"usually",NA,425,"gpt-3.5-turbo","placeholder",100,"1","Rinsing dishes is a common step in the process of washing them, and it is widely accepted as a standard practice to ensure cleanliness. Therefore, it is safe to assume that Julia usually rinses the dishes whenever she washes them."
"1376",425,"never",NA,425,"gpt-3.5-turbo","placeholder",100,"1","Rinsing dishes is a common step in the process of washing them, and it is widely accepted as a standard practice to ensure cleanliness. Therefore, it is safe to assume that Julia usually rinses the dishes whenever she washes them."
"1377",427,"every time",NA,427,"gpt-3.5-turbo","placeholder",100,"1","Given that the context mentions Emma borrowing books from the library often due to financial constraints and her specific mention of ""just got some books,"" it is highly likely that she checks out books every time she visits the library."
"1378",428,"every time",NA,428,"gpt-3.5-turbo","placeholder",100,"1","Provided the context that Logan just started doing his own laundry and in a general understanding of laundry practices, it is assumed that Logan would use detergent every time he does his laundry as it is a standard step in the laundry process."
"1379",429,"every time",NA,429,"gpt-3.5-turbo","placeholder",100,"1","Logan is likely to use detergent every time he does the laundry because it is a crucial component in the cleaning process."
"1380",431,"usually",NA,431,"gpt-3.5-turbo","placeholder",80,"1","Based on the common behavior of tidying up after feeding a pet, it is likely that Jim usually throws away the can after feeding the dog."
"1381",432,"usually",NA,432,"gpt-3.5-turbo","placeholder",100,"1","It is common and necessary for individuals to buy a ticket when taking public transportation, as failure to do so could lead to fines or penalties, making it highly likely that Jane usually buys a ticket when taking the subway."
"1382",433,"typically",NA,433,"gpt-3.5-turbo","placeholder",100,"1","People typically buy tickets before using public transportation like the subway to comply with regulations and avoid potential penalties."
"1383",435,"usually",NA,435,"gpt-3.5-turbo","placeholder",95,"1","Based on common human behavior and practicality, it is highly likely that Rick usually closes the fuel cap after fueling up to prevent spillage, maintain safety, and ensure the proper functioning of his vehicle."
"1384",436,"every time",NA,436,"gpt-3.5-turbo","placeholder",100,"1","Assuming that Lisa goes swimming to actually swim, it would be common sense for her to bring her swimsuit every time she goes to the pool."
"1385",437,"every time",NA,437,"gpt-3.5-turbo","placeholder",100,"1","Lisa is depicted as going swimming regularly after work, so it is highly likely that she would bring her swimsuit every time she goes swimming."
"1386",438,"always",NA,438,"gpt-3.5-turbo","placeholder",100,"1","Based on the provided context of the story, it is highly likely that Brian always gets off at his stop when taking the train, as it is the expected and routine behavior during his commute."
"1387",439,"often",NA,439,"gpt-3.5-turbo","placeholder",90,"1","Given that Brian ran into his old colleague Rachel on the train and they chatted until he got off, it is likely that Brian often gets off at his stop but had an exception that day due to running into Rachel."
"1388",442,"typically",NA,442,"gpt-3.5-turbo","placeholder",100,"1","Given the context provided in the story, where Sarah mentioned to Drake that Bruce got examined by the doctor after leaving the medical practice, it can be inferred that Bruce typically gets examined by the doctor during his visits to the medical practice."
"1389",444,"every time",NA,444,"gpt-3.5-turbo","placeholder",100,"1","Based on the provided context and common behavior patterns, it can be assumed that John pays the cashier every time he goes shopping, as it is a standard procedure in grocery stores to pay for items before leaving."
"1390",446,"every time",NA,446,"gpt-3.5-turbo","placeholder",100,"1","It is a common and expected practice for individuals to use shampoo when washing their hair in order to cleanse and maintain its health, so it can be assumed that Olivia uses shampoo every time she washes her hair."
"1391",448,"every time",NA,448,"gpt-3.5-turbo","placeholder",100,"1","In skydiving, jumping out of a plane is a necessary and crucial part of the activity, so it can be assumed that Jared jumps out of a plane every time he goes skydiving."
"1392",450,"every time",NA,450,"gpt-3.5-turbo","placeholder",100,"1","Based on the context provided, Amy appears to have a habit of writing and sending letters, especially to close family members like her cousin Michelle. This regularity suggests that Amy likely mails a letter every time she writes one."
"1393",451,"frequently",NA,451,"gpt-3.5-turbo","placeholder",90,"1","Given that Amy enjoys writing letters, especially around holidays, and discussed writing a letter to her cousin Michelle with her brother, it is likely that she frequently follows through and mails the letters she writes."
"1394",452,"usually",NA,452,"gpt-3.5-turbo","placeholder",0,"1","Based on the context provided, it is clear that Adam usually takes the bus to work, so there would be no need for him to walk to the bus stop in the morning."
"1395",453,"usually",NA,453,"gpt-3.5-turbo","placeholder",100,"1","Adam mentioned that he usually takes the bus to work, indicating a regular and consistent route. The proximity of the bus stop being only a few blocks away suggests he would typically walk to catch the bus in the morning."
"1396",453,"typically",NA,453,"gpt-3.5-turbo","placeholder",100,"1","Adam mentioned that he usually takes the bus to work, indicating a regular and consistent route. The proximity of the bus stop being only a few blocks away suggests he would typically walk to catch the bus in the morning."
"1397",454,"frequently",NA,454,"gpt-3.5-turbo","placeholder",80,"1","Trying on clothes is a common practice for many individuals when shopping for clothing items to ensure proper fit and style, therefore it is likely that Esther also frequently tries on items during her shopping trips."
"1398",457,"never",NA,457,"gpt-3.5-turbo","placeholder",100,"1","Boiling pasta in water is a standard cooking method for preparing pasta dishes, making it highly likely that Nick boils pasta in water whenever he is making it."
"1399",458,"every time",NA,458,"gpt-3.5-turbo","placeholder",100,"1","Preheating the oven is a standard practice in baking to ensure the food cooks evenly and properly. It is highly likely that Grace preheats the oven every time she bakes a cake to achieve the best results."
"1400",459,"every time",NA,459,"gpt-3.5-turbo","placeholder",100,"1","Pre-heating the oven is a common practice in baking to ensure that the cake bakes evenly and properly, so it is likely that Grace would pre-heat the oven every time she bakes a cake."
"1401",462,"always",NA,462,"gpt-3.5-turbo","placeholder",100,"1","Given the common practice of using scissors for cutting hair, it can be assumed that Sandy always uses scissors when cutting her hair."
"1402",463,"usually",NA,463,"gpt-3.5-turbo","placeholder",100,"1","Based on the context provided, Sandy usually cuts her own hair and mentions cutting it shorter than intended, indicating the use of scissors in her hair cutting process."
"1403",467,"typically",NA,467,"gpt-3.5-turbo","placeholder",100,"1","It is common for individuals, like Mary, to eat when they go to a restaurant, as dining out typically involves consuming food."
"1404",468,"always",NA,468,"gpt-3.5-turbo","placeholder",100,"1","Given the detail mentioned in the story about Helen specifically saying she locked her car after parking it, it is likely that she always locks her car as a habit or a security measure."
"1405",469,"typically",NA,469,"gpt-3.5-turbo","placeholder",100,"1","It is a common safety practice for individuals to lock their cars after parking them, especially in public places like a workplace parking lot. This behavior is typically automatic for most people to secure their belongings and vehicle."
"1406",471,"usually",NA,471,"gpt-3.5-turbo","placeholder",80,"1","Based on common behavior patterns, individuals often have preferences and specific tastes when it comes to pizza toppings, so it is likely that Gary usually picks the toppings when ordering pizza."
"1407",473,"frequently",NA,473,"gpt-3.5-turbo","placeholder",100,"1","Rinsing dishes is a standard pre-washing practice, frequently observed in dishwashing routines to remove food residue and aid in the cleaning process."
"1408",474,"never",NA,474,"gpt-3.5-turbo","placeholder",100,"1","Since Emma mentioned ""I just got some books at the library. I checked them out!"" in the story, it can be inferred that she always checks out books whenever she visits the library."
"1409",474,"always",NA,474,"gpt-3.5-turbo","placeholder",100,"1","Since Emma mentioned ""I just got some books at the library. I checked them out!"" in the story, it can be inferred that she always checks out books whenever she visits the library."
"1410",475,"often",NA,475,"gpt-3.5-turbo","placeholder",100,"1","Considering the context that Emma often borrows books from the library due to financial constraints, and the specific mention of her getting books while at the library in the story, it is very likely that Emma checks out books every time she visits the library."
"1411",475,"every time",NA,475,"gpt-3.5-turbo","placeholder",100,"1","Considering the context that Emma often borrows books from the library due to financial constraints, and the specific mention of her getting books while at the library in the story, it is very likely that Emma checks out books every time she visits the library."
"1412",477,"often",NA,477,"gpt-3.5-turbo","placeholder",100,"1","Logan's statement about adding softener to the wash implies that he typically uses detergent when doing the laundry, as detergent is usually a standard part of the laundry process along with fabric softener."
"1413",477,"typically",NA,477,"gpt-3.5-turbo","placeholder",100,"1","Logan's statement about adding softener to the wash implies that he typically uses detergent when doing the laundry, as detergent is usually a standard part of the laundry process along with fabric softener."
"1414",477,"usually",NA,477,"gpt-3.5-turbo","placeholder",100,"1","Logan's statement about adding softener to the wash implies that he typically uses detergent when doing the laundry, as detergent is usually a standard part of the laundry process along with fabric softener."
"1415",477,"often",NA,477,"gpt-3.5-turbo","placeholder",100,"1","Logan's statement about adding softener to the wash implies that he typically uses detergent when doing the laundry, as detergent is usually a standard part of the laundry process along with fabric softener."
"1416",480,"usually",NA,480,"gpt-3.5-turbo","placeholder",100,"1","It is a common social norm to buy a subway ticket when using public transportation, so it can be assumed that Jane usually buys a ticket when taking the subway."
"1417",481,"every time",NA,481,"gpt-3.5-turbo","placeholder",100,"1","Given that Jane is a law-abiding and responsible individual who likely adheres to public transportation regulations, she most likely buys a ticket every time she takes the subway to avoid any consequences for fare evasion."
"1418",484,"always",NA,484,"gpt-3.5-turbo","placeholder",100,"1","Since Lisa was specifically mentioned to be at the pool to swim after work, it is reasonable to assume that she always brings her swimsuit when she goes swimming."
"1419",489,"typically",NA,489,"gpt-3.5-turbo","placeholder",100,"1","It is common human behavior for individuals to typically grab their house keys when leaving for work, as keys are necessary for locking the house and gaining entry upon return."
"1420",492,"typically",NA,492,"gpt-3.5-turbo","placeholder",100,"1","Grocery shopping typically involves paying at the cashier to purchase the selected items, so in John's case, he would most likely pay the cashier every time he goes shopping."
"1421",492,"every time",NA,492,"gpt-3.5-turbo","placeholder",100,"1","Grocery shopping typically involves paying at the cashier to purchase the selected items, so in John's case, he would most likely pay the cashier every time he goes shopping."
